"trait","beta","a","d","aa","ad","dd"
"d * ad",NA,NA,75.11579353,NA,360.3726675,NA
"d + ad",NA,NA,9.786498065,NA,30.91342537,NA
"d - ad",NA,NA,9.845854945,NA,-31.25070242,NA
"ad - d",NA,NA,-9.845854945,NA,31.25070242,NA
"d",1.06,NA,1.132219541,NA,NA,NA
"aa",176.26,NA,NA,174.5954318,NA,NA
"d / aa",NA,NA,-0.057013736,-0.043026173,0.00160107,0.04392205
"aa / d",NA,NA,-23.46640806,37.84465686,NA,12.15733224
"d * aa",NA,NA,582.9248582,874.6285942,NA,-283.4127061
"d + aa",NA,NA,NA,173.9423216,NA,NA
"d - aa",NA,NA,NA,-175.2680261,NA,NA
"aa - d",NA,NA,NA,175.2680261,NA,NA
"d",2.4,NA,2.031807612,NA,NA,NA
"aa",0.106811594,NA,NA,NA,NA,NA
"d / aa",NA,NA,1.41373701,NA,NA,NA
"aa / d",NA,NA,-0.029161259,NA,NA,NA
"d * aa",NA,NA,NA,NA,NA,2.299013109
"d + aa",NA,NA,1.814980769,NA,NA,NA
"d - aa",NA,NA,2.183686283,NA,NA,NA
"aa - d",NA,NA,-2.183686283,NA,NA,NA
"d",1.48,NA,NA,NA,NA,2.916605568
"dd",38.7,NA,NA,NA,NA,36.80329396
"d / dd",NA,NA,-0.348632655,NA,NA,-0.347983138
"dd / d",NA,NA,NA,NA,NA,0.349731829
"d * dd",NA,NA,NA,NA,NA,3796.215121
"d + dd",NA,NA,NA,NA,NA,40.16376118
"d - dd",NA,NA,NA,NA,NA,-33.00119793
"dd - d",NA,NA,NA,NA,NA,33.00119793
"d",2.003,NA,1.983233287,NA,NA,NA
"dd",60.78572,NA,18.38100108,NA,NA,49.35650305
"d / dd",NA,NA,0.010858964,-0.004271572,NA,-0.014397858
"dd / d",NA,NA,-11.20639342,3.347486532,NA,13.57944953
"d * dd",NA,NA,162.70029,36.11990977,NA,263.507331
"d + dd",NA,NA,22.57638294,7.860773609,NA,48.17821778
"d - dd",NA,NA,NA,NA,NA,-49.93335013
"dd - d",NA,NA,NA,NA,NA,49.93335013
"d",0.025,NA,0.023827418,NA,NA,NA
"ad",0.568,NA,NA,NA,0.562054211,NA
"d / ad",NA,NA,0.302235874,0.080297727,-0.212434036,-0.16074182
"ad / d",NA,NA,-5.296427026,NA,9.685267753,1.76433647
"d * ad",NA,NA,0.009709294,NA,0.032572543,NA
"d + ad",NA,NA,NA,NA,0.564089089,NA
"d - ad",NA,NA,0.022409621,NA,-0.560259504,NA
"ad - d",NA,NA,-0.022409621,NA,0.560259504,NA
"d",6.316,-0.441738209,5.218896275,NA,NA,NA
"ad",0.61,0.231352481,NA,NA,NA,NA
"d / ad",NA,-0.229437116,0.639526582,NA,NA,NA
"ad / d",NA,0.017940843,-0.058979875,NA,NA,NA
"d * ad",NA,NA,31.16386023,NA,20.21070574,NA
"d + ad",NA,NA,5.22556664,NA,0.970510979,NA
"d - ad",NA,-0.733094231,4.930546481,NA,NA,NA
"ad - d",NA,0.733094231,-4.930546481,NA,NA,NA
"d",2.9,NA,3.12622805,NA,NA,NA
"aa",46.8,NA,NA,45.78512075,NA,NA
"d / aa",NA,NA,-0.114680745,-0.149330256,NA,0.101365756
"aa / d",NA,NA,-2.85034433,3.090001499,NA,1.455244675
"d * aa",NA,NA,NA,541.9098047,NA,NA
"d + aa",NA,NA,NA,44.05995274,NA,NA
"d - aa",NA,NA,NA,-46.47718754,-1.70802732,NA
"aa - d",NA,NA,NA,46.47718754,1.70802732,NA
"d",20.96,NA,14.6632466,-3.412162658,NA,NA
"aa",14.41,NA,NA,15.65285779,NA,NA
"d / aa",NA,NA,NA,-0.309985633,NA,0.269719709
"aa / d",NA,NA,-1.212339614,0.692650922,NA,0.49216676
"d * aa",NA,NA,1662.069364,588.4478483,NA,-486.4694998
"d + aa",NA,NA,21.51108544,15.00021554,NA,NA
"d - aa",NA,NA,NA,-23.63431767,NA,10.08654979
"aa - d",NA,NA,NA,23.63431767,NA,-10.08654979
"d",711.5,NA,706.5484733,NA,NA,NA
"ad",78.2,NA,NA,NA,79.48896193,NA
"d / ad",NA,0.070023726,4.836888537,NA,-2.793201407,NA
"ad / d",NA,-0.009816449,-0.508801022,NA,0.129614545,0.246214714
"d * ad",NA,1913.576028,105846.2763,NA,54367.76997,NA
"d + ad",NA,9.029467157,705.5028905,NA,64.2800952,NA
"d - ad",NA,8.788100621,704.4499628,NA,-99.06873369,NA
"ad - d",NA,-8.788100621,-704.4499628,NA,99.06873369,NA
"d",0.097,-0.015227532,NA,NA,NA,0.051719033
"aa",208,NA,NA,222.3193501,NA,NA
"d / aa",NA,NA,NA,-0.000276899,NA,8.59e-05
"aa / d",NA,NA,NA,240.7548215,NA,NA
"d * aa",NA,NA,NA,210.0957423,NA,NA
"d + aa",NA,NA,NA,222.2726512,NA,NA
"d - aa",NA,NA,NA,-222.3661047,NA,NA
"aa - d",NA,NA,NA,222.3661047,NA,NA
"d",118.3,NA,117.0677172,NA,1.127316103,2.868984222
"ad",3.16,NA,NA,NA,3.183503763,NA
"d / ad",NA,NA,509.4530594,139.6670199,-249.3894716,-283.128687
"ad / d",NA,NA,-0.060433068,0.001164663,0.033149231,0.033210467
"d * ad",NA,NA,171.1965132,NA,303.8802898,NA
"d + ad",NA,NA,117.2168218,NA,4.898682451,2.80290624
"d - ad",NA,NA,116.8824547,NA,NA,2.97450222
"ad - d",NA,NA,-116.8824547,NA,NA,-2.97450222
"d",10.92,-1.452359871,15.64318892,NA,NA,-7.372850024
"ad",18.02,NA,NA,NA,18.77976755,NA
"d / ad",NA,-0.063189077,0.324958508,NA,-0.619310395,-0.197772961
"ad / d",NA,0.026189253,NA,0.040103544,0.205533128,NA
"d * ad",NA,NA,655.4531767,NA,1462.646607,NA
"d + ad",NA,NA,16.81542702,NA,21.59811039,-7.528180874
"d - ad",NA,-2.645526128,12.09343226,NA,-12.84937353,-6.03693286
"ad - d",NA,2.645526128,-12.09343226,NA,12.84937353,6.03693286
"d",118.2,NA,118.812407,NA,NA,NA
"aa",0.26,NA,NA,0.239687454,NA,NA
"d / aa",NA,NA,74.20692135,-13.08573028,NA,23.36113289
"aa / d",NA,NA,-0.074294512,0.002158055,NA,0.042830672
"d * aa",NA,NA,186.3612978,25.96131356,NA,-32.81044877
"d + aa",NA,NA,118.6605174,NA,NA,NA
"d - aa",NA,NA,119.0231785,NA,NA,NA
"aa - d",NA,NA,-119.0231785,NA,NA,NA
"d",0.25,NA,0.360894295,NA,NA,NA
"ad",0.24,NA,NA,NA,0.153437742,NA
"d / ad",NA,NA,NA,NA,NA,NA
"ad / d",NA,NA,NA,NA,NA,NA
"d * ad",NA,0.22302623,-0.704655113,NA,0.406004391,NA
"d + ad",NA,NA,0.270547679,NA,NA,NA
"d - ad",NA,-0.097703893,0.354003872,NA,NA,NA
"ad - d",NA,0.097703893,-0.354003872,NA,NA,NA
"d",6.2,NA,7.060968966,NA,NA,NA
"aa",1.7,NA,NA,1.63832469,0.275280271,NA
"d / aa",NA,NA,NA,-1.144781356,NA,NA
"aa / d",NA,NA,-0.271318794,0.078488335,0.015322741,0.133856661
"d * aa",NA,NA,54.36232487,31.62939211,NA,-18.04081268
"d + aa",NA,NA,6.710417183,1.38159717,NA,NA
"d - aa",NA,NA,9.709640433,NA,NA,-2.700868948
"aa - d",NA,NA,-9.709640433,NA,NA,2.700868948
"d",13.171,NA,NA,-6.61899846,NA,NA
"dd",0.089247696,NA,NA,NA,NA,0.090014452
"d / dd",NA,NA,-1569.481106,NA,NA,NA
"dd / d",NA,NA,NA,NA,NA,0.000856967
"d * dd",NA,NA,NA,NA,NA,9.301825129
"d + dd",NA,NA,NA,-6.567288576,NA,NA
"d - dd",NA,NA,NA,-6.680656384,NA,NA
"dd - d",NA,NA,NA,6.680656384,NA,NA
"d",18.2,NA,18.62553471,NA,NA,NA
"ad",1.462,NA,NA,NA,1.456726668,NA
"d / ad",NA,NA,212.0377176,62.36400205,-114.4049435,-122.3531747
"ad / d",NA,NA,-0.038756406,NA,0.060381487,0.01536428
"d * ad",NA,NA,12.89826524,NA,35.11467171,NA
"d + ad",NA,NA,18.66101268,NA,NA,NA
"d - ad",NA,NA,18.62725743,NA,-2.234718825,NA
"ad - d",NA,NA,-18.62725743,NA,2.234718825,NA
"d",17.1,NA,20.29280133,NA,NA,NA
"ad",23.86,NA,NA,NA,27.58525749,NA
"d / ad",NA,NA,0.166959552,NA,-0.083665978,NA
"ad / d",NA,NA,-0.822119193,0.192398086,0.40942357,NA
"d * ad",NA,NA,2344.135914,NA,1583.337768,NA
"d + ad",NA,NA,20.40476681,NA,28.93841701,NA
"d - ad",NA,NA,16.20175051,NA,-24.37319967,NA
"ad - d",NA,NA,-16.20175051,NA,24.37319967,NA
"d",29.14,NA,32.24228705,NA,NA,NA
"ad",1.82,NA,NA,NA,2.130229445,NA
"d / ad",NA,NA,12.50384277,2.715557214,-5.7146194,-3.256212189
"ad / d",NA,NA,-0.092252971,-0.014619508,0.034623831,0.035825766
"d * ad",NA,NA,155.417507,NA,115.101656,NA
"d + ad",NA,NA,33.01973886,NA,NA,NA
"d - ad",NA,NA,32.89784003,NA,-4.522987763,NA
"ad - d",NA,NA,-32.89784003,NA,4.522987763,NA
"d",17.2133,NA,17.32648096,NA,NA,NA
"dd",11.2,0.461136528,NA,NA,NA,10.50386148
"d / dd",NA,-0.009099483,0.737002697,NA,NA,-0.385263087
"dd / d",NA,NA,-3.331670494,NA,NA,1.992980015
"d * dd",NA,NA,364.4129601,NA,NA,353.2432639
"d + dd",NA,NA,20.59928337,NA,NA,8.823276301
"d - dd",NA,-0.511882482,15.27644387,NA,NA,-10.4681557
"dd - d",NA,0.511882482,-15.27644387,NA,NA,10.4681557
"d",3.09,NA,3.23656044,NA,NA,NA
"aa",4.88,NA,NA,5.109199476,NA,NA
"d / aa",NA,NA,NA,-0.360139729,NA,0.28114743
"aa / d",NA,NA,-2.493190819,0.931577344,NA,1.300317872
"d * aa",NA,NA,40.90554124,26.04400977,NA,-7.146198135
"d + aa",NA,NA,3.438687747,5.221026816,NA,NA
"d - aa",NA,NA,2.654406549,-5.30057893,NA,NA
"aa - d",NA,NA,-2.654406549,5.30057893,NA,NA
"d",6.975,NA,7.187571373,NA,NA,NA
"ad",24060,NA,NA,NA,23657.73385,NA
"d / ad",NA,NA,0.002967833,0.000871065,-0.001853417,-0.001649716
"ad / d",NA,NA,-823.3606613,NA,1566.861388,281.3154936
"d * ad",NA,NA,104913.5896,NA,360919.048,NA
"d + ad",NA,NA,NA,NA,23657.36877,NA
"d - ad",NA,NA,NA,NA,-23658.08738,NA
"ad - d",NA,NA,NA,NA,23658.08738,NA
"d",0.4,NA,0.399807261,NA,NA,NA
"dd",3.6,NA,NA,-0.116583,NA,3.491283817
"d / dd",NA,NA,0.131469661,NA,NA,-0.111247041
"dd / d",NA,NA,-14.90778052,NA,NA,12.02477645
"d * dd",NA,NA,NA,-0.130968488,NA,2.895981644
"d + dd",NA,NA,NA,-0.241473395,NA,3.66881538
"d - dd",NA,NA,NA,NA,NA,-3.30947008
"dd - d",NA,NA,NA,NA,NA,3.30947008
"d",38.01,NA,39.87734875,NA,NA,NA
"dd",43.872,NA,NA,NA,NA,43.08443745
"d / dd",NA,NA,0.527741971,NA,NA,-0.577173234
"dd / d",NA,NA,-0.522713249,NA,NA,0.572515732
"d * dd",NA,NA,3290.677102,637.4520047,NA,3663.254432
"d + dd",NA,NA,63.16293665,7.586645312,NA,27.51784358
"d - dd",NA,NA,37.91754397,NA,NA,-44.45014333
"dd - d",NA,NA,-37.91754397,NA,NA,44.45014333
"d",22.4,NA,22.04150766,NA,NA,NA
"aa",18.1,NA,NA,16.59290555,NA,NA
"d / aa",NA,NA,NA,-0.121453987,NA,NA
"aa / d",NA,NA,-0.359149323,0.243941349,NA,NA
"d * aa",NA,NA,1310.180908,700.1692093,NA,NA
"d + aa",NA,NA,14.33374212,12.53740299,NA,NA
"d - aa",NA,NA,19.40778324,-17.38619017,NA,NA
"aa - d",NA,NA,-19.40778324,17.38619017,NA,NA
"d",3.62,NA,3.612686071,NA,NA,NA
"ad",21.1,NA,NA,NA,20.10204628,NA
"d / ad",NA,NA,0.122556904,NA,-0.150947128,-0.030496976
"ad / d",NA,NA,-1.155783011,NA,1.424044289,0.351409248
"d * ad",NA,NA,130.8416447,NA,290.2735379,NA
"d + ad",NA,NA,NA,NA,19.85350635,1.438805873
"d - ad",NA,NA,5.762442846,NA,-20.38092813,NA
"ad - d",NA,NA,-5.762442846,NA,20.38092813,NA
"d",30.3,NA,30.17489479,NA,NA,NA
"aa",11.98,1.143541351,NA,12.62975375,-1.504051255,NA
"d / aa",NA,NA,NA,-0.943085098,NA,0.71157423
"aa / d",NA,NA,-0.236316349,0.215359215,NA,0.07471832
"d * aa",NA,115.1275012,1210.831814,827.5550873,-176.6260693,NA
"d + aa",NA,2.154633675,28.98930494,11.01334425,-3.664100552,NA
"d - aa",NA,NA,24.88417016,-15.94129152,NA,NA
"aa - d",NA,NA,-24.88417016,15.94129152,NA,NA
"d",17.6,NA,18.68554082,NA,NA,NA
"aa",3.4,NA,NA,3.391282369,NA,NA
"d / aa",NA,NA,-18.55846585,-13.9367213,NA,17.82515142
"aa / d",NA,NA,-0.243647109,0.120630541,NA,0.136432153
"d * aa",NA,NA,164.0962584,107.2803268,NA,-81.61283688
"d + aa",NA,NA,19.77804295,3.867645965,NA,NA
"d - aa",NA,NA,19.87996812,-2.775950029,NA,NA
"aa - d",NA,NA,-19.87996812,2.775950029,NA,NA
"d",22.3,NA,21.35166627,NA,NA,NA
"aa",0.88,NA,NA,0.736955035,NA,NA
"d / aa",NA,NA,NA,-1.178918601,NA,1.529323754
"aa / d",NA,NA,-0.056410189,0.031088293,NA,NA
"d * aa",NA,NA,134.3638443,NA,NA,NA
"d + aa",NA,NA,20.41840301,NA,NA,NA
"d - aa",NA,NA,22.00363496,NA,NA,NA
"aa - d",NA,NA,-22.00363496,NA,NA,NA
"d",0.1,NA,NA,NA,NA,NA
"dd",0.9215,NA,NA,0.920986103,NA,1.727729764
"d / dd",NA,NA,NA,NA,NA,NA
"dd / d",NA,NA,NA,NA,NA,NA
"d * dd",NA,NA,NA,30.33969209,NA,NA
"d + dd",NA,NA,NA,1.832797484,NA,1.543394775
"d - dd",NA,NA,NA,NA,NA,NA
"dd - d",NA,NA,NA,NA,NA,NA
"d",5.38,NA,3.78860508,-2.227209342,NA,NA
"ad",5.34,NA,NA,NA,5.358815211,NA
"d / ad",NA,NA,0.948843785,NA,-1.526217372,-0.406745163
"ad / d",NA,NA,-0.05882313,NA,0.156890785,NA
"d * ad",NA,NA,45.69998899,NA,172.9256945,NA
"d + ad",NA,NA,3.293412898,-2.400085817,5.920401906,NA
"d - ad",NA,NA,4.600696564,-1.847895997,-4.164914829,NA
"ad - d",NA,NA,-4.600696564,1.847895997,4.164914829,NA
"d",7,NA,7.156097393,NA,NA,NA
"dd",38.4,NA,NA,NA,NA,38.98084404
"d / dd",NA,NA,NA,NA,NA,-0.158163809
"dd / d",NA,NA,NA,NA,NA,0.981964642
"d * dd",NA,NA,NA,NA,NA,1556.209356
"d + dd",NA,NA,NA,NA,NA,43.68777605
"d - dd",NA,NA,NA,NA,NA,-35.99543228
"dd - d",NA,NA,NA,NA,NA,35.99543228
"d",17.3,NA,17.31287103,NA,NA,NA
"dd",1.7,0.434248665,NA,NA,NA,1.288289784
"d / dd",NA,NA,0.801375565,NA,NA,-0.060804416
"dd / d",NA,NA,-6.330858986,NA,NA,3.503590442
"d * dd",NA,NA,379.0081232,NA,NA,41.74949945
"d + dd",NA,0.416932531,18.09688061,NA,NA,NA
"d - dd",NA,-0.36794764,16.30966738,NA,NA,NA
"dd - d",NA,0.36794764,-16.30966738,NA,NA,NA
"d",1.05,NA,0.872985651,NA,NA,NA
"ad",83.7,NA,NA,NA,86.75639983,NA
"d / ad",NA,NA,0.007348428,NA,-0.022598407,NA
"ad / d",NA,NA,-4.822898162,NA,20.47119247,NA
"d * ad",NA,NA,134.1820185,NA,369.70849,NA
"d + ad",NA,NA,NA,NA,86.6623555,NA
"d - ad",NA,NA,NA,NA,-86.87350435,NA
"ad - d",NA,NA,NA,NA,86.87350435,NA
"d",0.63,NA,0.648754432,NA,NA,NA
"aa",1.95,NA,NA,2.027386464,NA,NA
"d / aa",NA,NA,-0.521243906,-0.580168135,NA,0.480138404
"aa / d",NA,NA,-0.1441646,0.887662843,NA,NA
"d * aa",NA,NA,3.425864106,5.514770888,NA,NA
"d + aa",NA,NA,0.809802376,2.092550504,NA,NA
"d - aa",NA,NA,NA,-2.150677395,NA,0.255668003
"aa - d",NA,NA,NA,2.150677395,NA,-0.255668003
"d",1.77,NA,1.69251949,NA,-0.493019109,NA
"ad",2.011428574,NA,NA,NA,1.977425783,NA
"d / ad",NA,NA,0.780943683,NA,-3.174913813,NA
"ad / d",NA,NA,-0.02611583,NA,0.176207887,NA
"d * ad",NA,NA,4.262401718,NA,21.84587071,NA
"d + ad",NA,NA,1.729328228,NA,0.904648929,NA
"d - ad",NA,NA,1.707778665,NA,-2.711144634,NA
"ad - d",NA,NA,-1.707778665,NA,2.711144634,NA
"d",17.9,NA,20.89284988,NA,NA,NA
"aa",10.45,NA,NA,10.12186417,NA,NA
"d / aa",NA,NA,NA,-1.129128083,NA,0.534566378
"aa / d",NA,NA,-0.463604596,0.128178451,NA,0.233866941
"d * aa",NA,NA,417.4777798,476.9687454,NA,NA
"d + aa",NA,NA,19.75826673,9.876763466,NA,NA
"d - aa",NA,NA,33.19292993,-5.269968923,NA,-7.821014874
"aa - d",NA,NA,-33.19292993,5.269968923,NA,7.821014874
"d",0.0203125,0.0014301,0.020203675,NA,NA,NA
"ad",0.69,NA,NA,NA,0.684676724,NA
"d / ad",NA,NA,5.395315825,1.764886271,-2.382544131,-3.541160694
"ad / d",NA,NA,-0.602338849,NA,8.632778465,NA
"d * ad",NA,NA,0.005162926,NA,0.054633008,NA
"d + ad",NA,NA,0.020687583,NA,0.686238487,NA
"d - ad",NA,NA,NA,NA,-0.681825482,NA
"ad - d",NA,NA,NA,NA,0.681825482,NA
"d",0.27,NA,NA,NA,NA,0.140593139
"ad",117.8361905,NA,NA,NA,117.8354896,NA
"d / ad",NA,NA,0.724119956,0.239969578,-0.319176744,-0.477247195
"ad / d",NA,NA,NA,NA,78.34802808,NA
"d * ad",NA,NA,8.146937407,NA,178.9276404,NA
"d + ad",NA,NA,NA,NA,117.8050243,NA
"d - ad",NA,NA,NA,NA,-117.8491916,NA
"ad - d",NA,NA,NA,NA,117.8491916,NA
"d",0.0140625,NA,0.012851505,NA,NA,NA
"aa",1.497973788,NA,NA,1.497758463,NA,NA
"d / aa",NA,NA,20.06607568,8.641108992,NA,-13.59597507
"aa / d",NA,NA,-7.767801666,22.82365118,NA,5.230935162
"d * aa",NA,NA,0.028760928,0.098868134,NA,-0.01953874
"d + aa",NA,NA,0.010026075,1.496476697,NA,NA
"d - aa",NA,NA,0.009196139,-1.499356378,NA,NA
"aa - d",NA,NA,-0.009196139,1.499356378,NA,NA
"d",0.234309785,NA,0.234634648,NA,NA,NA
"dd",31.64,NA,-12.94532188,NA,NA,44.86416746
"d / dd",NA,NA,0.003525583,NA,NA,-0.001915684
"dd / d",NA,NA,-740.5157567,NA,NA,448.6687283
"d * dd",NA,NA,9.233937532,-1.49852932,NA,20.95444008
"d + dd",NA,NA,-12.55841835,NA,NA,44.75090235
"d - dd",NA,NA,13.51968628,NA,NA,-45.1236238
"dd - d",NA,NA,-13.51968628,NA,NA,45.1236238
"d",8.2,NA,8.012091926,NA,NA,NA
"ad",11.8,0.810360331,NA,NA,9.885153946,NA
"d / ad",NA,NA,0.259646767,NA,-0.436183989,NA
"ad / d",NA,NA,-0.224616538,0.063862441,0.401792239,NA
"d * ad",NA,22.46695718,241.6503221,NA,271.1314902,NA
"d + ad",NA,0.963208976,8.805102626,NA,9.075187041,NA
"d - ad",NA,NA,5.769868141,NA,-11.22517291,NA
"ad - d",NA,NA,-5.769868141,NA,11.22517291,NA
"d",145.8,NA,136.9281848,NA,NA,NA
"aa",0.34,NA,NA,0.342858742,NA,NA
"d / aa",NA,NA,NA,-882.2727272,NA,366.3617562
"aa / d",NA,NA,NA,0.000346699,NA,NA
"d * aa",NA,NA,NA,367.5689609,NA,NA
"d + aa",NA,NA,136.5393528,NA,NA,NA
"d - aa",NA,NA,137.3156413,NA,NA,NA
"aa - d",NA,NA,-137.3156413,NA,NA,NA
"d",0.79625,NA,0.799713693,NA,NA,NA
"ad",119.2,NA,NA,NA,123.992134,NA
"d / ad",NA,NA,0.041914672,0.01018399,-0.020927658,-0.019696958
"ad / d",NA,NA,-659.0329462,NA,208.623359,377.4898305
"d * ad",NA,NA,53.11641173,NA,73.68889541,NA
"d + ad",NA,NA,NA,NA,123.8942687,NA
"d - ad",NA,NA,NA,NA,-124.0271595,NA
"ad - d",NA,NA,NA,NA,124.0271595,NA
"d",33.2,NA,31.91147289,NA,NA,NA
"dd",1.06,NA,NA,NA,NA,1.041879743
"d / dd",NA,NA,12.09797678,NA,NA,-15.42485493
"dd / d",NA,NA,-0.00980246,NA,NA,0.012427731
"d * dd",NA,NA,NA,-9.392220336,NA,112.8411938
"d + dd",NA,NA,32.72721312,NA,NA,NA
"d - dd",NA,NA,30.89077102,NA,NA,NA
"dd - d",NA,NA,-30.89077102,NA,NA,NA
"d",2.04,NA,1.963168706,NA,NA,NA
"ad",0.272,NA,NA,NA,0.274157065,NA
"d / ad",NA,NA,26.41284989,6.900847376,-22.4144688,-10.6305524
"ad / d",NA,NA,-0.028561334,NA,0.063872852,NA
"d * ad",NA,NA,0.447445933,NA,1.154508848,NA
"d + ad",NA,NA,1.977337715,NA,NA,NA
"d - ad",NA,NA,1.963693612,NA,-0.329310003,NA
"ad - d",NA,NA,-1.963693612,NA,0.329310003,NA
"d",3.6,NA,3.411633965,NA,NA,NA
"aa",16.1,NA,NA,15.33086738,NA,NA
"d / aa",NA,NA,-0.276796518,-0.274998069,NA,0.377518346
"aa / d",NA,NA,-13.62481817,3.462898359,NA,7.764749203
"d * aa",NA,NA,105.8358331,58.31257323,NA,-40.50263433
"d + aa",NA,NA,NA,14.28181684,NA,1.759533413
"d - aa",NA,NA,4.943528376,-14.86203763,NA,NA
"aa - d",NA,NA,-4.943528376,14.86203763,NA,NA
"d",0.242,NA,NA,NA,NA,0.10250702
"ad",0.264,NA,NA,NA,0.261594384,NA
"d / ad",NA,NA,NA,NA,-1.235311463,NA
"ad / d",NA,NA,NA,NA,0.174445352,-0.030303536
"d * ad",NA,NA,0.072432284,NA,0.371913825,NA
"d + ad",NA,NA,0.14792793,NA,0.248991869,NA
"d - ad",NA,NA,NA,NA,-0.265724517,0.136291887
"ad - d",NA,NA,NA,NA,0.265724517,-0.136291887
"d",1.294,NA,1.581064328,NA,NA,NA
"dd",2.6,NA,NA,NA,NA,2.525070364
"d / dd",NA,NA,NA,NA,NA,-0.113176216
"dd / d",NA,-0.026295997,-0.197157506,NA,NA,0.272197646
"d * dd",NA,NA,41.93209083,NA,NA,NA
"d + dd",NA,NA,3.667436176,NA,NA,NA
"d - dd",NA,NA,NA,NA,NA,-2.238996605
"dd - d",NA,NA,NA,NA,NA,2.238996605
"d",59.7,NA,58.20439417,NA,NA,NA
"ad",16.26,NA,NA,NA,16.32155703,NA
"d / ad",NA,NA,3.212063019,NA,-2.963701179,-1.128652871
"ad / d",NA,NA,-0.114829796,NA,0.106825229,0.043176887
"d * ad",NA,NA,1465.897159,NA,2549.008651,NA
"d + ad",NA,NA,57.45896105,NA,5.992472098,NA
"d - ad",NA,NA,57.483413,NA,-24.44547756,NA
"ad - d",NA,NA,-57.483413,NA,24.44547756,NA
"d",0.29,NA,NA,NA,NA,0.172427676
"aa",1064,NA,NA,1063.932716,NA,NA
"d / aa",NA,NA,-0.018338902,-0.010675596,NA,0.012826794
"aa / d",NA,NA,NA,529.6499718,NA,NA
"d * aa",NA,NA,NA,2101.275729,NA,NA
"d + aa",NA,NA,NA,1063.80831,NA,NA
"d - aa",NA,NA,NA,-1064.056053,NA,NA
"aa - d",NA,NA,NA,1064.056053,NA,NA
"d",3.42,NA,NA,NA,NA,2.739078715
"aa",0.257,NA,NA,0.251527423,NA,NA
"d / aa",NA,-0.808795524,NA,-8.097332321,NA,4.78285928
"aa / d",NA,0.001841342,NA,0.007419857,-0.004348916,-0.001538339
"d * aa",NA,NA,NA,8.931503639,NA,NA
"d + aa",NA,NA,NA,NA,NA,2.716415933
"d - aa",NA,NA,NA,NA,NA,2.74929267
"aa - d",NA,NA,NA,NA,NA,-2.74929267
"d",23,NA,16.02332091,NA,NA,NA
"dd",0.58,NA,NA,NA,NA,0.561071798
"d / dd",NA,NA,NA,NA,NA,-23.00192864
"dd / d",NA,NA,NA,NA,NA,0.00269193
"d * dd",NA,NA,NA,NA,NA,102.1585992
"d + dd",NA,NA,16.47558267,NA,NA,NA
"d - dd",NA,NA,15.56008663,NA,NA,NA
"dd - d",NA,NA,-15.56008663,NA,NA,NA
"d",2.93314,NA,2.926221938,NA,NA,NA
"aa",1.6,NA,-2.521541533,NA,NA,NA
"d / aa",NA,NA,0.149720334,NA,NA,NA
"aa / d",NA,NA,-229.1995138,NA,NA,145.1316357
"d * aa",NA,NA,58.5187392,NA,NA,-4.01836631
"d + aa",NA,NA,NA,NA,NA,NA
"d - aa",NA,NA,5.648045985,NA,NA,NA
"aa - d",NA,NA,-5.648045985,NA,NA,NA
"d",0.25,NA,0.144427048,NA,NA,0.072089422
"dd",426.01,NA,NA,NA,NA,426.0101485
"d / dd",NA,NA,NA,NA,NA,-0.000872255
"dd / d",NA,NA,NA,NA,NA,251.3302729
"d * dd",NA,NA,NA,NA,NA,703.3039929
"d + dd",NA,NA,NA,NA,NA,426.1595422
"d - dd",NA,NA,NA,NA,NA,-425.8608046
"dd - d",NA,NA,NA,NA,NA,425.8608046
"d",262.75,NA,265.8107299,NA,NA,NA
"ad",85.134,NA,NA,NA,83.92340759,NA
"d / ad",NA,NA,11.31290019,2.466770248,-6.850880971,-4.63727788
"ad / d",NA,NA,-0.487644969,NA,0.300230256,0.22954362
"d * ad",NA,NA,17078.76277,NA,24090.47006,NA
"d + ad",NA,NA,266.4160226,NA,83.0584747,NA
"d - ad",NA,3.54904553,265.1346677,NA,-89.42118379,NA
"ad - d",NA,-3.54904553,-265.1346677,NA,89.42118379,NA
"d",10.1,NA,9.677964791,NA,NA,NA
"ad",0.178666666,NA,NA,NA,0.258202023,NA
"d / ad",NA,NA,4.796138362,NA,-4.737569981,NA
"ad / d",NA,NA,-0.006626264,NA,0.007517635,NA
"d * ad",NA,NA,18.5759851,NA,NA,NA
"d + ad",NA,NA,9.712388967,NA,NA,NA
"d - ad",NA,NA,9.648758748,NA,NA,NA
"ad - d",NA,NA,-9.648758748,NA,NA,NA
"d",11.36,NA,11.26982637,NA,NA,NA
"aa",0.3,NA,NA,0.292464647,NA,NA
"d / aa",NA,NA,5.873597714,-5.621553354,NA,6.279644609
"aa / d",NA,NA,-0.146877598,0.018942853,NA,0.075505106
"d * aa",NA,NA,9.305186891,2.396596399,NA,NA
"d + aa",NA,NA,10.97382174,NA,NA,NA
"d - aa",NA,NA,11.68074521,NA,NA,NA
"aa - d",NA,NA,-11.68074521,NA,NA,NA
"d",10.75,NA,12.14389553,NA,NA,NA
"ad",44.6,NA,NA,NA,43.20740218,NA
"d / ad",NA,NA,3.05782706,0.910896997,-2.977826138,-1.754197237
"ad / d",NA,NA,-0.059939824,NA,0.424884727,NA
"d * ad",NA,NA,NA,NA,4327.540151,NA
"d + ad",NA,NA,8.842621069,NA,39.17730774,NA
